artist,title,genre,url,region,score,sp_popularity,sp_date,sp_img,sp_album_id,sp_artist_id
HAAGS,Not,punk,https://haags.bandcamp.com/album/not,edmonton,9.333,0,2020-03-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025c167fba15e972a0d971f385,4CXQ11qY3zk6RTDgtjAUqk,4gEvuqcoyimVwdt5PrNS19
Camille Bielza,The End of the World is Coming (anyway),alternative,https://camillebielza.bandcamp.com/album/the-end-of-the-world-is-coming-anyway,quebec,9.333,0,2020-03-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02209a06f33c85e3071ec9740b,2SwtUGXu6y3vyGRWWgMUW8,2a1OC24V75KpAjQvyUe8g6
Bright Boy,RCO,alternative,https://suchabrightboy.bandcamp.com/album/rco,victoria,9.267,1,2020-03-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02130857b65d49f5b2d83a83e1,5K5gXfaXwhXHTmSJfCnqDZ,23mq8qhfeWH78n9xH357uF
Bayhand,GuestÆternal,alternative,https://bayhand.bandcamp.com/album/guest-ternal,edmonton,8.667,0,2020-03-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0207488bb9ff8ec4ef92ff2019,6uOqej6g3LeK7rrDgemVWb,2W2HnsjtNdJFJPWkRZB9S5
"Designosaur, Matty Grace",Beneath The Bridges,alternative,https://designosaur.bandcamp.com/album/beneath-the-bridges,novascotia,8.0,10,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023c93fdf989046811ad1ca12c,7MGhR8LS14uliGCeyXYI7M,2k2aFEvfrlwPHDl0BdPjb7
DT Surgeon,Exercise In Changing Key,alternative,https://dtsurgeon.bandcamp.com/album/exercise-in-changing-key,newfoundland,8.0,0,2020-03-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027b36694882c08108564425f0,0ssY9ytJwesZZbLkOM0qfc,4dh5EybMAgN43xfovidrKO
metroGradient,Undercity Nights,experimental,https://newmotion.ca/album/undercity-nights,victoria,8.0,0,2020-03-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ae1ddf0bea1e12e2e4b6e24a,5BkdpTcvE5Ht1zF8qBeb8e,11KHLZppi2o4zqfJzR4m4t
Brendan McLean,Comfortably Dumb,acoustic,https://littlecowboyrecords.bandcamp.com/album/comfortably-dumb,manitoba,8.0,0,2020-03-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ff5385764e925a94ee0f1215,6jfECvotSsWVazklHKNNGa,1UjX6S356gaZs9NBTtMaJ9
Brendan McLean,Comfortably Dumb,alternative,https://brendanmcleansucks.bandcamp.com/album/comfortably-dumb,manitoba,8.0,0,2020-03-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ff5385764e925a94ee0f1215,6jfECvotSsWVazklHKNNGa,1UjX6S356gaZs9NBTtMaJ9
Jacob Gonato!,Jacob's Cool Project,hip-hop/rap,https://topbunkboys.bandcamp.com/album/jacobs-cool-project,ottawa,7.867,2,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b288c8905c30a8a59690381b,4mISl5MkNJHg0qSazICnSD,1oeiurv9eRpicych2mjAeA
Laizlo,2dAY,hip-hop/rap,https://laizlo.bandcamp.com/album/2day,victoria,7.867,2,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020850a8ff32e7199fff699000,5fm59HCHLkQWHkcTb4aAKd,3JsamKHRfNwDcIAZRz1y2g
Laizlo,2MOrrow,hip-hop/rap,https://laizlo.bandcamp.com/album/2morrow,victoria,7.867,2,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022d7d6fadb8120c0b8237e35f,7lZmpvpoVk9jAgjee2yQWA,3JsamKHRfNwDcIAZRz1y2g
Guy Leroux,Time's Up,country,https://guyleroux.bandcamp.com/album/times-up,ottawa,7.333,0,2020-03-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02675782fd9bfed6a17e206408,4keVgkNVPndnnV8iNDs0ak,1C8iDxnXshNVbr90JssO9u
lawrence teeth,soft cure (demos),alternative,https://lawrenceteeth.bandcamp.com/album/soft-cure-demos,calgary,7.333,0,2020-03-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0280b6e46613bccacca9796759,63IxOvnnlkr9ChAPyKISI8,2c9N7UZlQAnzxsEsDTEBIQ
VECTORWOLF,Sleep Kills,electronic,https://rossocorsarecords.bandcamp.com/album/sleep-kills,victoria,6.8,8,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0236077b2e0e9ca476ebf5ddff,1bJtJAX1RBmJRvxuSE3iKf,4vmbVC3Lh33nSrKyD8cwUo
Scott Jones,2012-2020 (Vol.3),electronic,https://scottjones.bandcamp.com/album/2012-2020-vol-3,victoria,6.667,0,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f5b414137fb6f3cee0ba992b,5DaH6dLsYvZhVT93ZDgrjb,0GwpV15IiYphjYNIUBAaS4
The Nico Tobias Band,'Berta Badland Buffalo Boy Band,rock,https://nicotobias.bandcamp.com/album/berta-badland-buffalo-boy-band,edmonton,6.667,0,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bd33cc500bcc0ddceabc4e25,018Jj82ZOAKRHB4wiezPLJ,2Vfir5K9BpxIsgmzYJ4gnA
Tuxedos,Directions,alternative,https://tuxedos.bandcamp.com/album/directions,calgary,6.667,0,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02151a51f3428aacee7529c7b2,6zZ0x2svwrTcbWyptenDLH,5iWttLfTThLN0ouqBZ5r3B
tundra dawn,three nights,experimental,https://tundradawn.bandcamp.com/album/three-nights,manitoba,6.667,0,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026f03b4132bc7c2d4996f6ebe,0La9pSHAmAT2DJG2xClyRG,3aQULSBuhnvdbiClYowuNv
Cotetco,"Back There, Back Then",electronic,https://cotetco.bandcamp.com/album/back-there-back-then,britishcolumbia,6.667,0,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dfaa174d67b5beb5ec2de8c7,3BHy73LcN4t04dKJtCTYzA,1K4IopbRzLSkfWGPs4oLJd
Feels,Places In Memory,electronic,https://feels.bandcamp.com/album/places-in-memory,novascotia,6.0,0,2020-03-19T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02237d821a660fd37449b6d7f9,4saT1O54NbEppiVQsj1Qlm,1IuHK0Lxb4x9vao5K1UPwP
Cheat,EMPTY,punk,https://cheat.bandcamp.com/album/empty,vancouver,5.933,1,2020-03-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0245121ab5a39cbb47d61b8a38,1jXp1IGfo46N1zwJu1ID2b,5xZX6zOgQJZo9zRPSfNpy7
JUICEBOX,Wasted Youth B-Sides,pop,https://juiceboxishere.bandcamp.com/album/wasted-youth-b-sides,novascotia,5.933,1,2020-03-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024060cb7c6a869bc9fc524b8e,0IplRTILrxKJi6r4Obg3Hy,4TR82E4801uuUqd4GdmHDi
Apollo Spitfire,INVASION,rock,https://apollospitfire.bandcamp.com/album/invasion,edmonton,5.933,1,2020-03-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02cc629cd421a9912973612082,6l2TVOfYFi3zP2FoVBfV1D,2dbGblOTQFR6K3PzQukmjC
Zen Buss,Ordinary,blues,https://zenbuss.bandcamp.com/album/ordinary,calgary,5.867,2,2020-03-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025c972f0477a96983987e820e,6Xrf7SVSAwXO8Fe5p2mdw2,0DCyPq4cRPsB6Pahj3udUS
Toria Summerfield,From Her Rib,alternative,https://toriasummerfield.bandcamp.com/album/from-her-rib,saskatchewan,5.6,6,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028ed8467e54162aaf7a670784,341MTripULQAepPlsBFxpo,2N835XOtrCqR6v25QIED8P
Far Away Light,Weather Worn,folk,https://farawaylight.bandcamp.com/album/weather-worn,newfoundland,5.333,0,2020-03-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d39d683136552b5c69bd5c18,3jFuesfQXBYHPTHHlz78rv,3bXJvSTx5Amh3KgNHy6hMW
Pope Joan,Happy and Relaxed,punk,https://popejoanmusic.bandcamp.com/album/happy-and-relaxed,calgary,4.6,1,2020-03-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c39eca44a0941804e47a5e7f,0TjQo1ov5Yw99lyNlR0n2Y,49xP5UGwDZSKwKSMeGeOfn
Natasha Blackwood,Ease Back,alternative,https://harterymusichouse.bandcamp.com/album/ease-back,newfoundland,3.267,1,2020-03-14T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0259c83b97dc2fb51b8d517483,6sNvRoF0g0O1VIMWtNLtwL,4668LLkEjpWvKgbbQDJIrY
Beech Hill,Chameleon,acoustic,https://beechhill.bandcamp.com/album/chameleon,novascotia,3.2,2,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020406c8219b997cdc244c5c0b,5ln9mzPYU4yQWdpeLURLkZ,2S0Asa6RFNiVZwxNAr3Q5Y
Timing X,Reverser,electronic,https://timingx.bandcamp.com/album/reverser,victoria,2.667,0,2020-03-14T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023d1925cd948d561971098dc4,5iOmCBV3uwNfOKRJz09607,24zeC7R0HAkcQkB3z1Z040
subtle,My Favourite Morning / Calculus Class,rock,https://subtle.bandcamp.com/album/my-favourite-morning-calculus-class,newbrunswick,2.6,1,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0278c182f0093972061a9a0596,7BToVYE27HnJ8FvT6Sx9Po,5gOVpwjpolpsbQVsAFNhGR
flora bay,thank u 4 not,alternative,https://florabay.bandcamp.com/album/thank-u-4-not,victoria,2.6,1,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0282e2363d5db28ab773256b3b,0Q1qsFX3Malv9FRkyh7A4y,4fomaNMbNHYByHInuaWULG
Costanza,George,electronic,https://tigerbloodtapes.bandcamp.com/album/george,toronto,2.4,4,2020-03-10T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020b3f7df282de2a4735a8e155,1UacddqftTJp3F8AZ29MPm,0Tn0KvwJ3DSL97IqgxRCNp
Careotica,Satisfaction,electronic,https://careotica.bandcamp.com/album/satisfaction,novascotia,2.0,0,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022662c956946050c0ab5e4a88,6nncIhyMicBXjjHG3mcWUr,5KnSBJpUmdqKQ8rjPC2mRp
Gaptoothed Recluse,Atelophobia,hip-hop/rap,https://gaptoothedrecluse.bandcamp.com/album/atelophobia,edmonton,2.0,0,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025f701207f79dd8d4c7b96640,6pPWn6h38gM7cbSeYpXbgY,2GnXb6iCHyDW2cCTK8Syo1
The Evergreen Standard,Who Are These Punks?,rock,https://theevergreenstandard.bandcamp.com/album/who-are-these-punks,calgary,2.0,0,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02705c4b7810508273335c4bcd,40ZWLlx0ZoOezD3QYa0fKr,3XVHIFddsvd32nqoh66MQf
Ryan Russell Awram,Here We Go,r&b/soul,https://ryanrussellawram.bandcamp.com/album/here-we-go,victoria,1.333,0,2020-03-12T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0277c3acaa85d02e0eee855c26,46M7sAETQE8cPb1ueI4bYa,4j5ZKzy6bZvDOF41sraxpl
