artist,title,genre,url,region,score,sp_popularity,sp_date,sp_img,sp_album_id,sp_artist_id
City and Colour,Song Of Unrest (Isolation Remix),acoustic,https://cityandcolour.bandcamp.com/album/song-of-unrest-isolation-remix,ontario,73.733,64,2020-05-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e48b511945b8697d9de33ba9,6I65TpNc6VCcLwDjMunRS6,74gcBzlQza1bSfob90yRhR
The Real McKenzies,Beer & Loathing,punk,https://therealmckenzies.bandcamp.com/album/beer-loathing,vancouver,69.133,53,2020-05-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028e1ae09009ae616bf3f9975c,5U73a67yqweczKp7Qe0auw,1YczG6BNjM9XAnw64RqnXi
No Fun,No Fun,punk,https://nofun-neonblitz.bandcamp.com/album/no-fun,manitoba,68.4,64,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029d23f95a5f0d4882d070c2dc,6JHSBi3YO1kAv7m1nE5w0y,0YhUSm86okLWldQVwJkLlP
PUP,Anaphylaxis,rock,https://puptheband.bandcamp.com/album/anaphylaxis,toronto,67.4,59,2020-04-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f60f3856b4a741ee335a7094,5SH4FPOyMUYOgfNSjvD2Kf,6A7uqgC2N1nUhrCLAytHxN
Austra,HiRUDiN,alternative,https://austramusic.bandcamp.com/album/hirudin,toronto,65.867,52,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02cfc2352d0739633c24dd3cf8,70dAWY6KDpSriewnxFngXt,1o43SzzuLoyOxqThmp7s0g
David Myles,Leave Tonight,pop,https://davidmyles.bandcamp.com/album/leave-tonight,novascotia,65.733,44,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027251cd1f2598e7be5ea88607,2CxYp6X6TmO7QcK0qo2FTo,0C52ChHxEwG9E6Mi7Kmlkf
FrankJavCee,I Love Hating You,electronic,https://strudelsoft.bandcamp.com/album/i-love-hating-you,ontario,62.867,47,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0246fb123e345177a0231ae4a3,4OiyMjMCdHaWCaDQVXXv5p,3nHKeOa45XrUplL3NiGy7E
Moka Only,It Can Do,hip-hop/rap,https://mokaonly.bandcamp.com/album/it-can-do,vancouver,60.933,36,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0244fbffec35a075aef5ef450b,6LZNLkuJ83ucq0gBbrvwj5,7G9ZUoEjbi5Z2bR5w60S0h
Dokkodo Sounds,Mt. Kita,,https://inneroceanrecords.bandcamp.com/album/mt-kita,calgary,58.533,32,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0297f77706e92bab93735315b1,6LEAAJjaQDPzSxwy6pKHTs,2mNcyUGwbsOjIkhzMv7aHo
"Le Matos, L'Amour",Join Us Remixes Part 1,electronic,https://lematos.bandcamp.com/album/join-us-remixes-part-1,montreal,57.6,46,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e5c6c4660a833f7e1d184d9a,29HsCmJPudEX5pu6wb2oNT,5nrAu9uBcj8NcdZHo09qG9
Lido Pimienta,Miss Colombia,alternative,https://lidopimienta.bandcamp.com/album/miss-colombia,toronto,56.533,52,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02802fedd4354077a836e6a3e2,6H6MZ54B5FLBLXXxWGEl7y,1IdkKQ9CM1i0wygfxYV4Z3
The Lost Fingers,VS. 1,jazz,https://thelostfingers.bandcamp.com/album/vs-1,quebec,56.267,36,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02632f9a5172b0181a1f725c75,6hdmEnZXtSgCKcHQmrEYaP,6sp0EZC05wbJUlY1h8oOUc
Mara Tremblay,Uniquement pour toi,pop,https://maratremblay.bandcamp.com/album/uniquement-pour-toi-2,montreal,56.133,28,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025711b4e8e2c177a0379199fa,19qPYWRkj6FUpbhhoYhJcH,1tt3YXVP4AltaStku4rpf3
Andrea Cormier,Creatures of Illusion,folk,https://andreacormier.bandcamp.com/album/creatures-of-illusion,montreal,56.133,28,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d6df61a69031fb857e70a021,5evKIfqd2VPgm51bppVzly,289n75xwCPSyBNwuleNU3S
Matthew Tavares,In Your Arms / Love,alternative,https://matthewtavares.bandcamp.com/album/in-your-arms-love-2,ontario,56.0,30,2020-05-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dc06bc2a87fff26b44b82149,6wK6sNbk3MhGySFuew5yJm,6jVFLmCLOYooCmsCIGKm6S
DEAD GHOSTS,Automatic Changer,rock,https://deadghosts.bandcamp.com/album/automatic-changer,vancouver,55.8,43,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020cd22b9def26e93eed815ebe,5v7w9iSJ0ims5ix9WMJwDg,3p0vuGnsU3JN0ZVBLiJwmp
The Royal Foundry,Okay?,alternative,https://theroyalfoundry.bandcamp.com/album/okay,alberta,55.533,27,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028e6ef801ff329715db5b7947,1BOETUQcWGXyZ7sfXYkVWt,7w7g3NoDd7yITLuPp8kmfg
Jill Barber,Entre nous,pop,https://jillbarber.bandcamp.com/album/entre-nous,vancouver,55.333,50,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c46030fbafc3d55cda90cf8e,2E2cblQjuaWNoa3b0npain,0Geq9Y20DjOlUjvmFZtzGx
Michelle Creber,Storm,pop,https://michellecreber.bandcamp.com/album/storm,vancouver,55.067,34,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02022ca4735841c71b942e53dc,77LIcZfnuh9vFQJ5SAfTQv,4lUkpiGMPmuwIxmaZP7bho
Patrick Holland,Simstim,electronic,https://patrickholland.bandcamp.com/album/simstim,montreal,53.267,31,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024913502a807323819267edb9,0uOxANl2JBV4hDGY70rrXh,0dns940bo2pILe1Flk0WH3
Ryan Hemsworth,New Life / Sun Up,electronic,https://ryanhemsworth.bandcamp.com/album/new-life-sun-up,novascotia,52.8,48,2020-04-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0263f9b54823874cdeeb3bc405,7nGjmiJwyC5k6blQEmHFSN,2CgysNw5B7rFNRtRjQbPZ9
Black Dresses,Peaceful as Hell,electronic,https://blackdresses.bandcamp.com/album/peaceful-as-hell,toronto,52.067,49,2020-04-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02387112a76ede40ce864b540d,6xf8VTV1vcs2VAVLg4nMLG,7FFwJQ58hAy7PMo4lUBW96
The Pack a.d.,It was fun while it lasted,rock,https://thepackad.bandcamp.com/album/it-was-fun-while-it-lasted,vancouver,51.133,43,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0234e6e13888f150faf08d83d4,1AXmSHA1ltK7gYTcR00zXx,2gbOUPIhea9nrCmAeZBgpo
SOMMM,SOMMM,pop,https://sommmtl.bandcamp.com/album/sommm,montreal,51.0,35,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0295b241040e9baf0b1b21ca26,6UjeRzt9IrRyKjTQ5Yzm5T,6aBv406Ngmj6qcIDyKgnj7
TOPS,I Feel Alive,pop,https://tops.bandcamp.com/album/i-feel-alive,montreal,50.8,58,2020-04-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024748163fe5bc80b8b317d939,0aFqZJGOa5R2wETNRQPW8m,2SdK1QDmZIP2hk94rSaLl9
MNO,ÇaTee,electronic,https://mnomusic3.bandcamp.com/album/atee,montreal,50.533,32,2020-04-26T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025fbefb4e4f5ddab56b992f90,0rlwGIAUL9R8sigF0MkatB,2foy6N7zaWQTrapKApYJvn
Merival,Either Side,folk,https://merival.bandcamp.com/album/either-side,toronto,49.8,33,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b37c2d53c184b206b88e1791,1B30WM2bvfhUrF9wz6kU6X,1kCQYFPjvDy6ARPdGi3dby
Priori,Infinity,electronic,https://prioricamp.bandcamp.com/album/infinity,montreal,49.667,25,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026fc7e6a5cb0fa7a45a33522f,6FUEw8IY15Yt2qochHWdf8,76UMzIcqhjgf2Xr8gPdKO1
Nayka,Aller simple,hip-hop/rap,https://nayka.bandcamp.com/album/aller-simple,quebec,48.933,16,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0290684cffefd157d4bf7b2935,3FCLIVb9licopNfwsGYqup,1S6Kgpk49RA6FjED9f6lCb
Joe Nolan,Drifters,alternative,https://joenolan1.bandcamp.com/album/drifters,edmonton,48.333,15,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02310457e5edfedd4c8bd2a286,6nj86QaLXQusZaPgtodLxg,7ajETDkOUrymjKQQIUDKUo
Sunny Day Encore,Serotonin,alternative,https://sunnydayencore.bandcamp.com/album/serotonin,saskatchewan,48.0,30,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0221cc4fe7f0186d3cc100c026,5KdBeLxCteGYqeQsG91cE3,2ra1pz0SOJsztoxmvlbKVe
Noé Talbot,Reprises acoustiques vol. 2,acoustic,https://noetalbot.bandcamp.com/album/reprises-acoustiques-vol-2,montreal,47.733,14,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028369da8d43b4add96a92230f,4pYjt8A6dtc3dxsatGKcZN,5NlqN0zhm9dM0WgtvKvsKU
Pierre Guitard,Tuer la bête jusqu'à dimanche - Le EP,pop,https://pierreguitard.bandcamp.com/album/tuer-la-b-te-jusqu-dimanche-le-ep,quebec,47.733,14,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02db630b425c581eeed01006f2,5GjVfmU7v1zzTNJNnz6uZu,03LGhX9g2OH4XqnMBPB1mS
Lord Phobos,Phobos II,electronic,https://lordphobos.bandcamp.com/album/phobos-ii,toronto,47.4,29,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020722b44b466ac0a9028d3776,6QabY5xXzGMUykHC2c48ff,7sfqlIbynVxN4Xwxr8ZkAW
subtractiveLAD,Mercy,electronic,https://stephenhummel.bandcamp.com/album/mercy,vancouver,47.133,13,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021b62decdc5c284f4c89e0fc3,1daitWPX3nlIUstDxcrUtt,3EhLkPpzlO2zkJZEmW9rkw
Pantayo,Pantayo,world,https://pantayo.bandcamp.com/album/pantayo,toronto,46.533,12,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bcd4ff0d1320e865097a4919,5cUX8CjpI5xkWueaZ48xNU,2ATrgv09GwvOLKznG3vJUC
Mudie,Concerta Fantasio,alternative,https://hugomudie.bandcamp.com/album/concerta-fantasio,montreal,46.067,19,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dcbb67db2c251ae6a4975eb6,2w8o4ugL0d5CA7ZM2Wn8mG,2w3fLwwHa8qmeEVtw6Ulfr
Red Moon Road,Nonsuch Sessions,pop,https://redmoonroad.bandcamp.com/album/nonsuch-sessions,manitoba,45.933,11,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02929aaa3d570c6cb7e479e5cc,3GRuOlNDsw3r5m3jz72egu,0TQn43t6JE5Rw8CqRw7Eom
Infected Mushroom,More than Just a Name,electronic,https://music.monstercat.com/album/more-than-just-a-name,vancouver,45.867,62,2020-03-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a1148567f1d1a5511ac428c7,0qC9Antm7utFRq3B04K0l4,6S2tas4z6DyIklBajDqJxI
Bruce Peninsula,No Earthly Sound,folk,https://brucepeninsula.bandcamp.com/album/no-earthly-sound,toronto,45.733,34,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0295630956c52b904b21f99af6,5eVVVY0zVykT1hePDZFVMI,2Iua0nuwiUuEpXR4qOS4xe
Aquakultre,Legacy,r&b/soul,https://aquakultre.bandcamp.com/album/legacy-2,novascotia,45.333,10,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b81756f7c75209b35115cf1e,1OwVdMX9GhdGItwtKP1E1K,38Lr1bGvJiIU0UKntaJJus
Jon Mckiel,Bobby Joe Hope,alternative,https://youvechangedrecords.bandcamp.com/album/bobby-joe-hope,toronto,45.0,25,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a8a1fb0c3e7759571c15a682,5mvIH4FABTL38eZF0CaRUX,42tgL54E6Mh70eIaikDven
Cayley Thomas,How Else Can I Tell You?,alternative,https://cayleythomas.bandcamp.com/album/how-else-can-i-tell-you,edmonton,44.867,17,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023ba1740072698aa35210361f,3aBvYsTSyCAzGyp1buNzXz,2YN6tsEmqzCKNYV5Irgzkv
Blume,Take Your Time,alternative,https://blumeband.bandcamp.com/album/take-your-time,edmonton,44.733,9,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02fb5f4ee6c42a479138ef9177,5ZWTR61UBdhx5HTpowJ6ni,59G3CXlG62bVHdNqOfnKDq
NOBRO,Sick Hustle,rock,https://nobro.bandcamp.com/album/sick-hustle,montreal,44.533,32,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0254221c14cb339a36c91e5750,0SoBXo7nuRAT4kuTX9fdeF,5Tomvwat8AxMGd2ewkDNPs
Factor Chandelier,First Storm,hip-hop/rap,https://factorchandelier.bandcamp.com/album/first-storm,saskatchewan,44.4,34,2020-04-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020293e800699fb6b1b518b43a,5EntoVfCSDi6xVB5sa1L5c,68XL9b5CHwRP50KMcVGl33
Richard Inman,Faded Love Better Days,country,https://richardinmanmusic.bandcamp.com/album/faded-love-better-days,manitoba,44.267,16,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023dc8661bb9e919e66a4a5ffe,0AqrLPhwvEx7fTc7YB7mM7,0eha96FtThymbm5svvfopg
Slow Spirit,Nowhere No One Knows Where To Find You,alternative,https://slowspirit.bandcamp.com/album/nowhere-no-one-knows-where-to-find-you,manitoba,44.133,8,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021acfa08c18434cc3589c3d72,3vBE9lEGpRiWv9h87dBM80,1XXmzkHxHi4nV4Q5vzjjYW
ExPsyle,Rain on the Piano II,soundtrack,https://expsyle.bandcamp.com/album/rain-on-the-piano-ii,britishcolumbia,44.133,18,2020-04-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0254222ae85eda49511a38783b,7hPHXRl6PczGlq9WvqGcDD,57ghQQSMvGHclPuFilt0sK
Juno Dreams,Aura,electronic,https://junodreams.bandcamp.com/album/aura,vancouver,43.933,21,2020-04-26T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02aeeef7a0f870a7596671c339,0pCiDbTCweWTRis6sWuaSC,0EUPJObeCnU0yyMon1OzAV
The Birthday Massacre,Diamonds,alternative,https://thebirthdaymassacre.bandcamp.com/album/diamonds,toronto,43.733,54,2020-03-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02446f8ea2591239282681260d,1VNFWHGOrDuZH70xJYmO7w,16AVsBqzmIZTNHd0eX8VbK
Indoor Voices,Echoes,alternative,https://indoorvoices.com/album/echoes,toronto,43.2,12,2020-05-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e83406b28fc558fbb63e9836,0OP9I2aCJ06BboeWpO6oWI,6D56w3oYBWaQWjAfhJKUhK
SLIME DA GARBAGE MANE,IN DA CRIB MUSIC,hip-hop/rap,https://slimedagarbagemane.bandcamp.com/album/in-da-crib-music,pei,43.067,14,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028d98941dc36959a0472d9756,22MFY0pj6aXvoJdchBhG7e,1rLRBdT3zr0QCkcskeCoe9
Allison Crowe,Six More Songs,rock,https://allisoncrowe.bandcamp.com/album/six-more-songs,newfoundland,43.067,14,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dfb4411d134aacf6e59223c7,2aSlWoz1TEO78HLUdMLKbs,6hG64BPoiQOzP30N6KU8Ue
Allison Crowe,Pillars,rock,https://allisoncrowe.bandcamp.com/album/pillars,newfoundland,43.067,14,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021e40a3b012b958b348397798,7ycF0Tea3cL22tFYWwpYb2,6hG64BPoiQOzP30N6KU8Ue
Dead Friends,Shirley,alternative,https://deadfriendss.bandcamp.com/album/shirley,edmonton,43.067,14,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0220ddbb9fae51568b613258ec,0297Qe9qZXy5iDFNWNuR3R,0FnqudXSSLgWXRR5zRu8je
Bill Dyan,Fight for Love / Hit Me Hard - EP,rock,https://billdyan.bandcamp.com/album/fight-for-love-hit-me-hard-ep,ontario,43.0,5,2020-05-09T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a6137c3c02d89d4af883f89c,7r8yhdRP4iVIdaIRAq0juN,3D3otmRI2BPExnmECoVoA7
RdBeats,Daydreamer,hip-hop/rap,https://chilledroommusic.bandcamp.com/album/daydreamer,britishcolumbia,42.867,7,2020-05-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02535f8a7688a5ec244532ab11,1ZsCgHpIr6OeNYfPNvNEkd,77kFStmiMsr6uQ7w2GE5X9
Monstercat,Monstercat Instinct Vol. 5,electronic,https://music.monstercat.com/album/monstercat-instinct-vol-5,vancouver,42.667,40,2020-04-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a723f3434a75f682538d7f97,1G581b7hODjE3txrb877G0,4YwB41gFHCxY5bcNR3CcIH
Lee Rosevere,Synths Working Overtime,electronic,https://leerosevere.bandcamp.com/album/synths-working-overtime,pei,42.667,20,2020-04-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02347df3cd4e3d25f011b0b12f,7Bx5hZoiKpBO0mOkJDeoKg,2Jl1k0haDhoL9cxYiU8H6j
SPEAK EASY,Rainbow River,alternative,https://speakeasybc.bandcamp.com/album/rainbow-river,victoria,42.6,11,2020-05-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d37fe229a89a75555993f439,7DDu1Lj8t7hbR4uyrewhE3,2CIThyVssa0biLVO6yCj6E
Zagnif Nori,"The Gemstone Series: ""Rubies"" EP",hip-hop/rap,https://noblescity.bandcamp.com/album/the-gemstone-series-rubies-ep,toronto,42.333,5,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dd6d5e029785b0a5284e436f,00eyqhuLYIanGkJywnR1oR,1ZRYOEAGD40fbG6aIb7zfU
Émilie Landry,Arroser les fleurs,pop,https://emilielandryetresocial.bandcamp.com/album/arroser-les-fleurs,newbrunswick,42.333,5,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024ebaf643e786cd3f1484e159,2BYbqGUTR1MlVGx9EWcCCF,09wVe7ulMAlyVMZpKEI5ar
Mari Kiralou,Am I Okay?,acoustic,https://marikiralou.bandcamp.com/album/am-i-okay,manitoba,42.333,5,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026f894d50a8d67b9a22981c46,4nhyigDtRSayTGbk6Rsvbl,75GwnGWoIucd6pbWryBYhd
The MOTES,Trellis I Tripod,rock,https://themotes.bandcamp.com/album/trellis-i-tripod,novascotia,42.0,20,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bb442b6b8a19d4ba080b0bac,1vZCOY4RvNHCNlmkcd7iXJ,3aqTmCRdQirxPwGRwPBqRW
F.O.O.L,Revenger,electronic,https://music.monstercat.com/album/revenger,vancouver,41.867,52,2020-03-26T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0299b3746ed4c8f569f68b7e3c,2mJNWUXSJhP4fCivZmnNaV,1ldNdtZX38LAsOk0ciLvb2
Rich Aucoin,How It Breaks,alternative,https://richaucoin.bandcamp.com/album/how-it-breaks,novascotia,41.533,27,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029994e1c6b01feea5822b7c6c,2SOywjCOtTJhg8Kns68ARw,2XwFZjlnvpwnZSO8QbKErQ
Luge,Luge,experimental,https://hugeluge.bandcamp.com/album/luge,toronto,41.4,19,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025ce99a81738947fde57563f4,3BmO20hvs6qutveSf4I6sE,7daFRHQonSQK9Mu3op88n7
Ira Abbott,Moments,alternative,https://ira-abbott.bandcamp.com/album/moments,ottawa,41.267,11,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dbfee58ad300e1006928d3a2,0lgw5n8dYn7xAfAbF0rymo,3HPQ8XrVVPaIGMrHbmiZPI
Snotty Nose Rez Kids,Born Deadly,hip-hop/rap,https://snottynoserezkids.bandcamp.com/album/born-deadly,vancouver,41.2,42,2020-04-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02696a47c6c9da25def503b8d8,4PBJY67LCQAxtU22Vqa8ss,16T3el1CEjX49qFA7UT2n5
Sam Kaiser,Head in the Clouds,acoustic,https://samkaiser.bandcamp.com/album/head-in-the-clouds,ontario,41.133,3,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0297b2634c7eaa3d6fef0091c0,3HoXcMQJXlwtxEASmv5E8j,36U2ZqoHfSHMraW6SCEOkw
© Linda Fox,Dance Like Nobody's Watching,pop,https://kopyrightlindafox.bandcamp.com/album/dance-like-nobodys-watching,britishcolumbia,41.133,3,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024c08bf73df92e74a7a7bba5f,5Dp0801M1XU3ZKOXPGYmi5,2DOGDrGDmfURr17vp3FYkJ
MAYBEL,Gathering,folk,https://maybel.bandcamp.com/album/gathering,montreal,41.067,34,2020-04-10T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024f0442e6c90c5be95d961521,6GwSwCyfavfapVa7aYZPyi,4vyc9XRUivKWefuHRepSQh
Jupiter-8,Sunset City,soundtrack,https://jupiter-8.bandcamp.com/album/sunset-city,vancouver,40.867,7,2020-05-04T00:00.000Z,,1v6NOSscKq0Q7NWxYM6uUv,71hu2qmDH3K0MF4ZY3DZ6r
Wares,Survival,rock,https://wares.bandcamp.com/album/survival,edmonton,40.8,18,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e0e478c87b8848e164a79c7f,2YNi2N3nIZ4K3YhvCVvvSd,4IJfEp4CKdYvIGGm6Y8xf6
The Dice Cubes,Make Me Motor,rock,https://thedicecubes.bandcamp.com/album/make-me-motor,edmonton,40.6,1,2020-05-09T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02149a582ad827259bd7606644,1P7VTcffN6lQzbtSnmi9Bv,5VIfFMzgOcevGHpLVrv2aU
Pacha Papa,GROUNDED,world,https://pachapapa.bandcamp.com/album/grounded,vancouver,40.533,2,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026f2cddfd6025d2970e1eb159,5n3uRMrRTu6GOzOwJLAJbo,2JATB5Y4WRB01SEtROvc1n
ænorex,ingredients,experimental,https://aenorex.bandcamp.com/album/ingredients,ottawa,40.0,0,2020-05-09T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02db3d1d916d3f1dab6825df0e,738nYeJGTrqOcVGlmIusO6,6Z0raSiCjFPK5hw1mKbymy
We Shoot Messengers,Latticed Scenery,rock,https://weshootmessengers.bandcamp.com/album/latticed-scenery,ontario,40.0,0,2020-05-09T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025f0651c75ccc3c9014018f18,3v6cTY0gx6FLTqKEcez05r,2AOpsXYHHGx6b0XttNmEzj
Bluebird,Two Birds Landed On A Line,country,https://babyhorserecords.bandcamp.com/album/two-birds-landed-on-a-line,montreal,39.933,1,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02fbc06a1e21fa1faa951cfc93,2xg2dzfnxTMjAMTfcrEWFQ,0CVCRHRNm4QAStjrXrwvFC
The Golden Age of Wrestling,Tombstone Piledriver,electronic,https://thegoldenageofwrestling.bandcamp.com/album/tombstone-piledriver,vancouver,39.933,1,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02103550e1aa8f924015ee9faf,3l94T3Puv8blhrWCQjUNEh,1oWYlDyBHWNG3jeilUrDwp
Owen Davies,"Lollipop Pumpkinhead Reimagined, Vol.1",alternative,https://owendaviesmusic.bandcamp.com/album/lollipop-pumpkinhead-reimagined-vol-1-2,quebec,39.933,1,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a7abc428589893b4ce895f08,0j5wCVdUbasVz4CvYrd1gw,0ZcUY6tWNc5sBxbHx8ddkN
Van Carton,La joie de s'entendre,alternative,https://vancartonmontreal.bandcamp.com/album/la-joie-de-sentendre,montreal,39.467,8,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bc7460e3ea7caf7622eb60c6,7zasJD6KcZYfypPiJ1RhKS,5jXef6fvFEv3lpdZNbMsSc
Littlefolk,Songs Of Harry Throat,alternative,https://littlefolk.bandcamp.com/album/songs-of-harry-throat,toronto,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0258de197c79f41b369bf6c91b,0cBT7dJllZo88W53VxXfyM,786Mj1T47UI3PxaOhiNfGo
Mark & The Wolves,Lost For Words,punk,https://thousandislandsrecords.bandcamp.com/album/lost-for-words,montreal,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02770be27d26ab1a3ba1fe63c8,082lKVv2VZO4vRT4hBAHk1,3q4HTQf7cBgkihP2QxsbdX
BE AFRAID,Remember Fun,alternative,https://beafraid.bandcamp.com/album/remember-fun,vancouver,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e2007402fd7b1baaa648f771,6Iwidkeee2PyYrQFupHHSA,79cZ3y10S7AowSbrITAjqq
Be Afraid,Remember Fun,pop,https://hiddenbayrecords.bandcamp.com/album/remember-fun,vancouver,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e2007402fd7b1baaa648f771,6Iwidkeee2PyYrQFupHHSA,79cZ3y10S7AowSbrITAjqq
Lord Byrun,Spirit Animals,rock,https://lordbyrun.bandcamp.com/album/spirit-animals,saskatchewan,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02345e45fc9c3b4033db955274,6sCR3aoJCcSumatdXmFCZe,3gcencVPS0U65OdM6WmgxM
Dara Schindelka,Thou Art Loosed,folk,https://daraschindelka.bandcamp.com/album/thou-art-loosed,saskatchewan,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0243962b39340ba7df26698edd,2FnEY81vlRYFZcdlTfBzyZ,6LxBQXilC3Tw8hkqg5xx8t
Dogme 96,Exorcisms,alternative,https://dogme96.bandcamp.com/album/exorcisms,victoria,39.333,0,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e8b39614d3b0c9338cd385f4,46pkC0P23GzfwGuvBSnl8T,7C6SZck9aijfp4ZMk5Qezb
