artist,title,genre,url,region
METZ,Acid / Slow Decay,punk,https://metz.bandcamp.com/album/acid-slow-decay,toronto
Black Dresses,Peaceful as Hell,electronic,https://blackdresses.bandcamp.com/album/peaceful-as-hell,toronto
Fucked Up,Rivoli,alternative,https://fuckedup.bandcamp.com/album/rivoli,toronto
Stonegrass,STONEGRASS,devotional,https://cosmicrangerecords.bandcamp.com/album/stonegrass,toronto
Sloan,Live at Yep Roc 15: Sloan,rock,https://sloanmusic.bandcamp.com/album/live-at-yep-roc-15-sloan,toronto
Fucked Up,Mixtape 6,alternative,https://fuckedup.bandcamp.com/album/mixtape-6,toronto
TANKS,Success,alternative,https://blacksquares.bandcamp.com/album/success,toronto
Austra,HiRUDiN,alternative,https://austramusic.bandcamp.com/album/hirudin,toronto
PUP,Anaphylaxis,rock,https://puptheband.bandcamp.com/album/anaphylaxis,toronto
Pantayo,Pantayo,world,https://pantayo.bandcamp.com/album/pantayo,toronto
Lord Phobos,Phobos II,electronic,https://lordphobos.bandcamp.com/album/phobos-ii,toronto
Flamingosis & The Kount,Maniacs!,hip-hop/rap,https://flamingosis1.bandcamp.com/album/maniacs,toronto
Lido Pimienta,Miss Colombia,alternative,https://lidopimienta.bandcamp.com/album/miss-colombia,toronto
The Birthday Massacre,Diamonds,alternative,https://thebirthdaymassacre.bandcamp.com/album/diamonds,toronto
eden pipe camp,bright hope / strangely dim,alternative,https://edenpipecamp.bandcamp.com/album/bright-hope-strangely-dim,toronto
Jon Mckiel,Bobby Joe Hope,alternative,https://youvechangedrecords.bandcamp.com/album/bobby-joe-hope,toronto
Alvvays,Antisocialites,alternative,https://alvvays.bandcamp.com/album/antisocialites,toronto
Angie Nussey,I Have No Idea What I'm Doing,folk,https://angienussey.bandcamp.com/album/i-have-no-idea-what-im-doing,toronto
Ada Rook,"2,020 Knives",electronic,https://adarook.bandcamp.com/album/2020-knives,toronto
Ways + Simon Toldam,Fortunes,experimental,https://brodiewest.bandcamp.com/album/fortunes,toronto
Familiars,All In Good Time,rock,https://familiarsmusic.bandcamp.com/album/all-in-good-time,toronto
TWRP,Return to Wherever,rock,https://twrp.bandcamp.com/album/return-to-wherever,toronto
Black Dresses,LOVE AND AFFECTION FOR STUPID LITTLE BITCHES,electronic,https://blackdresses.bandcamp.com/album/love-and-affection-for-stupid-little-bitches,toronto
Проект Лазарь | Project Lazarus,Про Лунy и Про Ракету (PRJL200508),electronic,https://projectlazarus.bandcamp.com/album/y-prjl200508,toronto
E-Saggila,Archives 2015-18,electronic,https://cobaltrec.bandcamp.com/album/archives-2015-18,toronto
Parallel Minds,PM002.5,electronic,https://weareparallelminds.bandcamp.com/album/pm0025,toronto
The Big Butter and Egg Men,Volume One,jazz,https://tomrichards.bandcamp.com/album/volume-one,toronto
Great Lake Swimmers,Live In Ottawa At The 27 Club 2019-10-03,folk,https://greatlakeswimmers.bandcamp.com/album/live-in-ottawa-at-the-27-club-2019-10-03,toronto
PUP,Morbid Stuff,rock,https://puptheband.bandcamp.com/album/morbid-stuff,toronto
Alvvays,Alvvays,alternative,https://alvvays.bandcamp.com/album/alvvays,toronto
Luge,Luge,experimental,https://hugeluge.bandcamp.com/album/luge,toronto
No Joy,Motherhood,alternative,https://handdrawndracula.bandcamp.com/album/motherhood,toronto
Dana Gavanski,Yesterday Is Gone,alternative,https://danagavanskifth.bandcamp.com/album/yesterday-is-gone,toronto
Kiwi jr,Football Money,rock,https://kiwijr.bandcamp.com/album/football-money,toronto
TWRP,Together Through Time,rock,https://twrp.bandcamp.com/album/together-through-time,toronto
chipmunks on 16 speed,Vol. 1,rock,https://chipmunkson16speed.bandcamp.com/album/vol-1,toronto
MIXWELL,AFROPODER,electronic,https://latinoresiste.bandcamp.com/album/afropoder,toronto
Active Surplus,Active Surplus,,https://pacificrhythm.bandcamp.com/album/active-surplus,toronto
Peripheral Vision,Irrational Revelation and Mutual Humiliation,jazz,https://peripheralvision.bandcamp.com/album/irrational-revelation-and-mutual-humiliation,toronto
Σ.Κ.Α.Τ.Α.,Συναυλία στο ίδρυμα 2.14,punk,https://whatwedoissecrete.bandcamp.com/album/214,toronto
Daniel Romano,"""Okay Wow""",alternative,https://youvechangedrecords.bandcamp.com/album/okay-wow,toronto
kate lorraine,songs to start off with,pop,https://katelorraine.bandcamp.com/album/songs-to-start-off-with,toronto
MXTT HXLL,BLENDS,electronic,https://mxtthxll.bandcamp.com/album/blends,toronto
Indoor Voices,Echoes,alternative,https://indoorvoices.com/album/echoes,toronto
Fiver,You Wanted Country? Vol. 1,alternative,https://youvechangedrecords.bandcamp.com/album/you-wanted-country-vol-1,toronto
BADBADNOTGOOD,BBNG2,jazz,https://badbadnotgood.bandcamp.com/album/bbng2,toronto
The Department of Audio Visual Experiments,D.A.V.E.,funk,https://departmentofaudiovisualexperiments.bandcamp.com/album/d-a-v-e,toronto
Dana Jean Phoenix & Powernerd,Megawave,electronic,https://danajeanphoenix.bandcamp.com/album/megawave,toronto
MXTT HXLL,4K EDIT PACK,electronic,https://mxtthxll.bandcamp.com/album/4k-edit-pack,toronto
Elliott BROOD,Live at Massey Hall,folk,https://elliottbrood.bandcamp.com/album/live-at-massey-hall,toronto
Chris Cresswell,The Inside Man,rock,https://chriscresswell.bandcamp.com/album/the-inside-man,toronto
Teenage Kicks,After Death,rock,https://teenagekicksteenagekicks.bandcamp.com/album/after-death,toronto
TWRP,Ladyworld,rock,https://twrp.bandcamp.com/album/ladyworld,toronto
Mark Malibu & the Wasagas,Dance Party a' Go Go,rock,https://markmalibuthewasagas.bandcamp.com/album/dance-party-a-go-go,toronto
Eliza Niemi,Glass,folk,https://elizaniemi.bandcamp.com/album/glass,toronto
MXTT HXLL,MXTT HXLL - Wouldnt Get Far,electronic,https://mxtthxll.bandcamp.com/album/mxtt-hxll-wouldnt-get-far,toronto
Skratch Bastid,Skratch Bastid - Get Up!,hip-hop/rap,https://skratchbastid.bandcamp.com/album/skratch-bastid-get-up,toronto
HOMESHAKE,Fresh Air,pop,https://homeshake.bandcamp.com/album/fresh-air,toronto
MXTT HXLL,CLUB EDITS - VOL 3,electronic,https://mxtthxll.bandcamp.com/album/club-edits-vol-3,toronto
Kristofer Maddigan,Cuphead - Original Soundtrack,jazz,https://studiomdhr.bandcamp.com/album/cuphead-original-soundtrack,toronto
Timbuktu & Ollie Teeba,Million Pound Note,hip-hop/rap,https://timbuktuollieteeba.bandcamp.com/album/million-pound-note,toronto
Groove Crusader,Justice Wears High Tops,electronic,https://groovecrusader.bandcamp.com/album/justice-wears-high-tops,toronto
Lord Phobos,Phobos I,electronic,https://lordphobos.bandcamp.com/album/phobos-i,toronto
MXTT HXLL,NU FUNK EDIT PACK,electronic,https://mxtthxll.bandcamp.com/album/nu-funk-edit-pack,toronto
MXTT HXLL,CLUB EDITS - VOL 4,electronic,https://mxtthxll.bandcamp.com/album/club-edits-vol-4,toronto
BADBADNOTGOOD,BBNG,jazz,https://badbadnotgood.bandcamp.com/album/bbng-2,toronto
MXTT HXLL,NU DISCO EDIT PACK,electronic,https://mxtthxll.bandcamp.com/album/nu-disco-edit-pack,toronto
Land of Talk,Indistinct Conversations,alternative,https://landoftalk.bandcamp.com/album/indistinct-conversations,toronto
Distinct Motive,NC012 Hamburg / Haste,electronic,https://distinctmotive.bandcamp.com/album/nc012-hamburg-haste,toronto
PILOTPRIEST,Tell Them Now,electronic,https://pilotpriest.bandcamp.com/album/tell-them-now,toronto
Black Dresses,WASTEISOLATION,electronic,https://blackdresses.bandcamp.com/album/wasteisolation,toronto
Douglas Adams,The Infinitely Prolonged,alternative,https://douglasadamsmusic.bandcamp.com/album/the-infinitely-prolonged,toronto
Røcky,Origins EP,electronic,https://laorecords.bandcamp.com/album/origins-ep,toronto
David Newberry,As Far Away As You Can Go Without Coming Back,reggae,https://davidnewberry.bandcamp.com/album/as-far-away-as-you-can-go-without-coming-back,toronto
TWRP,2nite EP,rock,https://twrp.bandcamp.com/album/2nite-ep,toronto
Cindy Lee,What's Tonight To Eternity,rock,https://cindylee.bandcamp.com/album/whats-tonight-to-eternity,toronto
Test Their Logik,See,hip-hop/rap,https://testtheirlogik.bandcamp.com/album/see,toronto
I Am Robot And Proud,Lucky Static,alternative,https://7eptokyo.bandcamp.com/album/lucky-static,toronto
Young Guv,LIVE IN LA,rock,https://youngguv.bandcamp.com/album/live-in-la,toronto
BADBADNOTGOOD,IV,electronic,https://badbadnotgoodofficial.bandcamp.com/album/iv,toronto
Tha Rhyme Animal,Great Minds Think Alike,hip-hop/rap,https://thesarsnetwork.bandcamp.com/album/great-minds-think-alike,toronto
Zootine,Zootinoise 002: Work Songs Of The Grindaeli Cumuleers,pop,https://zootine.bandcamp.com/album/zootinoise-002-work-songs-of-the-grindaeli-cumuleers,toronto
Sandro Perri,Soft Landing,experimental,https://sandroperri.bandcamp.com/album/soft-landing,toronto
gremlinz,OUTSIDER022 - Jaro 88/Sometimes I Get Depressed,electronic,https://gremlinz.bandcamp.com/album/outsider022-jaro-88-sometimes-i-get-depressed,toronto
METZ,Automat,punk,https://metz.bandcamp.com/album/automat,toronto
PUP,The Dream Is Over,rock,https://puptheband.bandcamp.com/album/the-dream-is-over,toronto
PILOTPRIEST,Congratulations,electronic,https://pilotpriest.bandcamp.com/album/congratulations,toronto
Witch Prophet,DNA ACTIVATION,r&b/soul,https://witchprophet.bandcamp.com/album/dna-activation,toronto
HOMESHAKE,Midnight Snack,pop,https://homeshake.bandcamp.com/album/midnight-snack,toronto
Merival,Either Side,folk,https://merival.bandcamp.com/album/either-side,toronto
The Dirty Sample,NO!,hip-hop/rap,https://handsolorecords.bandcamp.com/album/no,toronto
Ada Rook,parasite,electronic,https://adarook.bandcamp.com/album/parasite,toronto
Skratch Bastid & Nick Bike,"Stepchild (7"" & digi-7"")",hip-hop/rap,https://skratchbastid.bandcamp.com/album/stepchild-7-digi-7,toronto
chipmunks on 16 speed,Vol. 2,rock,https://chipmunkson16speed.bandcamp.com/album/vol-2,toronto
Mark Sparling,A Short Hike (Original Soundtrack),alternative,https://marksparling.bandcamp.com/album/a-short-hike-original-soundtrack,toronto
online threat,Contrapuntal Transfiguration [AT-016],electronic,https://onlinethreat.bandcamp.com/album/contrapuntal-transfiguration-at-016,toronto
Shawn William Clarke,Spectral Acoustics Vol 1,folk,https://shawnclarke.bandcamp.com/album/spectral-acoustics-vol-1-2,toronto
Maitro,TOUCH THE SKY 空に触れます,hip-hop/rap,https://legendaryent.bandcamp.com/album/touch-the-sky,toronto
Ada Rook,shed blood,electronic,https://adarook.bandcamp.com/album/shed-blood,toronto
Anastasia Minster,Father,jazz,https://anastasiaminster.bandcamp.com/album/father-2,toronto
HOMESHAKE,Helium,pop,https://homeshake.bandcamp.com/album/helium,toronto
Costanza,George,electronic,https://tigerbloodtapes.bandcamp.com/album/george,toronto
TWRP,Guardians Of The Zone,rock,https://twrp.bandcamp.com/album/guardians-of-the-zone,toronto
TR/ST,The Destroyer - 2,alternative,https://trstmusic.bandcamp.com/album/the-destroyer-2,toronto
Black Dresses,THANK YOU,electronic,https://blackdresses.bandcamp.com/album/thank-you,toronto
Matthew Tavares & Leland Whitty,Visions,alternative,https://matthewtavares.bandcamp.com/album/visions,toronto
HOMESHAKE,IN THE SHOWER,pop,https://homeshake.bandcamp.com/album/in-the-shower,toronto
TR/ST,The Destroyer - 1,alternative,https://trstmusic.bandcamp.com/album/the-destroyer-1,toronto
Soul Connection,Street Soul,world,https://invisible-city-editions.bandcamp.com/album/street-soul,toronto
Amaka Queenette,"Fleeting, Inconsequential",r&b/soul,https://queenette.bandcamp.com/album/fleeting-inconsequential,toronto
McLaren,Hard Times,soundtrack,https://mclarenmusic.bandcamp.com/album/hard-times,toronto
Bruce Peninsula,No Earthly Sound,folk,https://brucepeninsula.bandcamp.com/album/no-earthly-sound,toronto
Ada Rook,Void Fantasy,electronic,https://adarook.bandcamp.com/album/void-fantasy,toronto
Distinct Motive,NC005 King / Worthy,electronic,https://distinctmotive.bandcamp.com/album/nc005-king-worthy,toronto
SADIE & THE WIVES,"S/T 7"" DEMO",punk,https://sadielasesposas.bandcamp.com/album/s-t-7-demo,toronto
MXTT HXLL,CLUB EDITS & REMIXES VOL 1,electronic,https://mxtthxll.bandcamp.com/album/club-edits-remixes-vol-1,toronto
Michelle Gurevich,Party Girl,experimental,https://michellegurevich.bandcamp.com/album/party-girl,toronto
Liam Jaeger,Daydream Ache,acoustic,https://liamjaeger.bandcamp.com/album/daydream-ache,toronto
MXTT HXLL,MID TEMPO RE-BOPS,electronic,https://mxtthxll.bandcamp.com/album/mid-tempo-re-bops,toronto
BADBADNOTGOOD & Little Dragon,Tried,electronic,https://badbadnotgoodofficial.bandcamp.com/album/tried,toronto
I Am Robot And Proud,uphill city,alternative,https://7eptokyo.bandcamp.com/album/uphill-city,toronto
TWRP,Believe In Your Dreams,rock,https://twrp.bandcamp.com/album/believe-in-your-dreams,toronto
The Weather Station,The Weather Station,folk,https://theweatherstation.bandcamp.com/album/the-weather-station,toronto
Nodding Heads,VA-Vol1,electronic,https://noddingheadsrecords.bandcamp.com/album/va-vol1-3,toronto
Arianna Mae,Wildfire,pop,https://ariannamae.bandcamp.com/album/wildfire,toronto
Ian Blurton,Signals Through the Flames,rock,https://ianblurtonsfuturenow.bandcamp.com/album/signals-through-the-flames,toronto
Various Artists,DEVIATIONS,electronic,https://deviantaudio.bandcamp.com/album/deviations,toronto
Anzola,Caracas,electronic,https://anzola-urbnet.bandcamp.com/album/caracas,toronto
I Am Robot And Proud,touch/tone,alternative,https://7eptokyo.bandcamp.com/album/touch-tone,toronto
Owen Pallett,He Poos Clouds,experimental,https://owenpallett.bandcamp.com/album/he-poos-clouds,toronto
Jim Guthrie,Below (Original Soundtrack),pop,https://jimguthrie.bandcamp.com/album/below-original-soundtrack,toronto
MXTT HXLL,CLUB EDITS & REMIXES VOL 2,electronic,https://mxtthxll.bandcamp.com/album/club-edits-remixes-vol-2,toronto
Pursuit Grooves,The Telly Tells Tales Sample Pack,electronic,https://pursuitgrooves.bandcamp.com/album/the-telly-tells-tales-sample-pack,toronto
MXTT HXLL,TRAP BOOGALOO EDIT PACK,electronic,https://mxtthxll.bandcamp.com/album/trap-boogaloo-edit-pack,toronto
Eulas Pizarro and Eiyn Sof,ONE,jazz,https://eulaspizarro.bandcamp.com/album/one,toronto
BADBADNOTGOOD,Sour Soul,jazz,https://badbadnotgood.bandcamp.com/album/sour-soul,toronto
Maitro,Dragonball Wave,electronic,https://tigerbloodtapes.bandcamp.com/album/dragonball-wave,toronto
I Am Robot And Proud,Light And Waves,alternative,https://7eptokyo.bandcamp.com/album/light-and-waves,toronto
The Birthday Massacre,Violet,alternative,https://thebirthdaymassacre.bandcamp.com/album/violet,toronto
Ada Rook,Traces I,electronic,https://adarook.bandcamp.com/album/traces-i,toronto
SIVIYEX,SIVIYEX /// DSK 017,electronic,https://siviyex.bandcamp.com/album/siviyex-dsk-017,toronto
La Soülchyld,LSCHYLD III,electronic,https://lasoulchyld.bandcamp.com/album/lschyld-iii,toronto
Skratch Bastid,Skratch Bastid - Dinner & A Mixtape (aka This Stuff is Really Fresca),hip-hop/rap,https://skratchbastid.bandcamp.com/album/skratch-bastid-dinner-a-mixtape-aka-this-stuff-is-really-fresca,toronto
METZ,Escalator Teeth/On and On,punk,https://metz.bandcamp.com/album/escalator-teeth-on-and-on,toronto
BADBADNOTGOOD,III,electronic,https://badbadnotgoodofficial.bandcamp.com/album/iii,toronto
Young Guv,GUV I & II,rock,https://youngguv.bandcamp.com/album/guv-i-ii,toronto
Bruce Trail,Only Sea,electronic,https://brucetrail.bandcamp.com/album/only-sea,toronto
Littlefolk,Songs Of Harry Throat,alternative,https://littlefolk.bandcamp.com/album/songs-of-harry-throat,toronto
Проект Лазарь | Project Lazarus,Cветлое будущее - Bright future,electronic,https://projectlazarus.bandcamp.com/album/c-bright-future,toronto
Zagnif Nori,"The Gemstone Series: ""Rubies"" EP",hip-hop/rap,https://noblescity.bandcamp.com/album/the-gemstone-series-rubies-ep,toronto
ACOTE,Below Zero,,https://forthmusic.bandcamp.com/album/below-zero,toronto
gremlinz,Versions,electronic,https://gremlinz.bandcamp.com/album/versions,toronto
Matthew 'Doc' Dunn,SOME HORSES RUN,devotional,https://cosmicrangerecords.bandcamp.com/album/some-horses-run,toronto
Chippy Nonstop & dj genderfluid,Straight To Hell,electronic,https://wettrax.bandcamp.com/album/straight-to-hell,toronto
DNTE,Grandizer,hip-hop/rap,https://cocareef1.bandcamp.com/album/grandizer,toronto
Matthew Barber,Old Tapes,folk,https://matthewbarberoldtapes.bandcamp.com/album/old-tapes,toronto
Jon Reyes,0E160E,electronic,https://jonreyes.bandcamp.com/album/0e160e,toronto
YuMee Chung & Jay Andrews,Seva Slow Flow,spoken word,https://yumeechung.bandcamp.com/album/seva-slow-flow,toronto
Broken Social Scene,You Forgot It In People,alternative,https://brokensocialscene.bandcamp.com/album/you-forgot-it-in-people,toronto
Luge,Tall Is Just A Feeling,experimental,https://hugeluge.bandcamp.com/album/tall-is-just-a-feeling,toronto
I Am Robot And Proud,Lucky Static,electronic,https://iamrobotandproud.bandcamp.com/album/lucky-static,toronto
I Am Robot And Proud,People Music,alternative,https://7eptokyo.bandcamp.com/album/people-music,toronto
Henoheno,Canada,alternative,https://foxfoodrecords.bandcamp.com/album/canada,toronto
Men I Trust,Oncle Jazz,electronic,https://menitrust.bandcamp.com/album/oncle-jazz,montreal
Roza Terenzi,Modern Bliss,,https://planeteuphorique.bandcamp.com/album/modern-bliss,montreal
RAMZi,cocon,electronic,https://ramzi1.bandcamp.com/album/cocon,montreal
TOPS,I Feel Alive,pop,https://tops.bandcamp.com/album/i-feel-alive,montreal
Mara Tremblay,Uniquement pour toi,pop,https://maratremblay.bandcamp.com/album/uniquement-pour-toi-2,montreal
Priori,Infinity,electronic,https://prioricamp.bandcamp.com/album/infinity,montreal
Alex Henry Foster & The Long Shadows,Windows in the Sky,alternative,https://alexhenryfoster.bandcamp.com/album/windows-in-the-sky,montreal
D. Tiffany,Diva Demos,,https://planeteuphorique.bandcamp.com/album/diva-demos,montreal
Louis-Jean Cormier,Quand la nuit tombe,folk,https://louis-jeancormier.bandcamp.com/album/quand-la-nuit-tombe,montreal
Klô Pelgag,Notre-Dame-des-Sept-Douleurs,acoustic,https://klopelgag.bandcamp.com/album/notre-dame-des-sept-douleurs,montreal
Andrea Cormier,Creatures of Illusion,folk,https://andreacormier.bandcamp.com/album/creatures-of-illusion,montreal
Backxwash,God Has Nothing To Do With This Leave Him Out Of It,hip-hop/rap,https://backxwash.bandcamp.com/album/god-has-nothing-to-do-with-this-leave-him-out-of-it,montreal
Lary Kidd,Surhomme,hip-hop/rap,https://larykidd.bandcamp.com/album/surhomme,montreal
Patrick Holland,Simstim,electronic,https://patrickholland.bandcamp.com/album/simstim,montreal
Mon Doux Saigneur,Horizon,rock,https://mondouxsaigneur.bandcamp.com/album/horizon,montreal
Sleep D,Smoke Haze,,https://planeteuphorique.bandcamp.com/album/smoke-haze,montreal
Lazy Laser,Ride On Space Cowboy,electronic,https://lazylaser.bandcamp.com/album/ride-on-space-cowboy,montreal
MOOCH,HOUNDS,rock,https://moochmusicofficial.bandcamp.com/album/hounds,montreal
KYLE BOBBY DUNN,Selected Ambient Expansion Pack,soundtrack,https://kylebobbydunn.bandcamp.com/album/selected-ambient-expansion-pack,montreal
ALIEN SNATCH! RECORDS,DANGEREENS - Tough Luck,punk,https://aliensnatch.bandcamp.com/album/dangereens-tough-luck,montreal
data plan,sych2o,electronic,https://dataplan.bandcamp.com/album/sych2o,montreal
Men I Trust,Headroom,electronic,https://menitrust.bandcamp.com/album/headroom,montreal
Ohara,Amory Jun,pop,https://ohara.bandcamp.com/album/amory-jun,montreal
Le Matos & Computer Magic,The Sounds Of Nora,electronic,https://lematos.bandcamp.com/album/the-sounds-of-nora,montreal
Godspeed You! Black Emperor,"""Luciferian Towers""",soundtrack,https://godspeedyoublackemperor.bandcamp.com/album/luciferian-towers,montreal
Le Matos,Join Us,electronic,https://lematos.bandcamp.com/album/join-us,montreal
"Le Matos, L'Amour",Join Us Remixes Part 1,electronic,https://lematos.bandcamp.com/album/join-us-remixes-part-1,montreal
Mike O'Brien,Mike O'Brien,folk,https://mikeobrien.bandcamp.com/album/mike-obrien,montreal
Cosmovision Records,Animals of The Earth vol.1 (V.A),electronic,https://cosmovisionrecords.bandcamp.com/album/animals-of-the-earth-vol-1-v-a,montreal
SOMMM,SOMMM,pop,https://sommmtl.bandcamp.com/album/sommm,montreal
Klô Pelgag,L'Étoile thoracique,acoustic,https://klopelgag.bandcamp.com/album/l-toile-thoracique,montreal
Ben Shemie,A Skeleton,experimental,https://handsinthedarkrecords.bandcamp.com/album/a-skeleton,montreal
Bon Enfant,Bon Enfant,rock,https://bonenfant.bandcamp.com/album/bon-enfant,montreal
Noé Talbot,Reprises acoustiques vol. 2,acoustic,https://noetalbot.bandcamp.com/album/reprises-acoustiques-vol-2,montreal
Marie-Pierre Arthur,Des feux pour voir,folk,https://mariepierrearthur.bandcamp.com/album/des-feux-pour-voir,montreal
Sarah Feldman,Grids EP,experimental,https://sarahfeldman.bandcamp.com/album/grids-ep,montreal
Men I Trust,Men I Trust,electronic,https://menitrust.bandcamp.com/album/men-i-trust,montreal
Jérôme Minière,Cancionero de Palacios,alternative,https://jeromeminiere.bandcamp.com/album/cancionero-de-palacios,montreal
Philémon Cimon,PAYS,folk,https://philemoncimon.bandcamp.com/album/pays,montreal
Les Louanges,La nuit est une panthère,alternative,https://leslouanges.bandcamp.com/album/la-nuit-est-une-panth-re,montreal
BASTARD 86,Bastard 86 LP,punk,https://bastard86.bandcamp.com/album/bastard-86-lp,montreal
Van Carton,La joie de s'entendre,alternative,https://vancartonmontreal.bandcamp.com/album/la-joie-de-sentendre,montreal
Priori,Tulip A/B,electronic,https://prioricamp.bandcamp.com/album/tulip-a-b,montreal
NOBRO,Sick Hustle,rock,https://nobro.bandcamp.com/album/sick-hustle,montreal
Land of Talk,Indistinct Conversations,alternative,https://landoftalk.bandcamp.com/album/indistinct-conversations,montreal
Les Deuxluxes,Lighter Fluid,rock,https://deuxluxes.bandcamp.com/album/lighter-fluid,montreal
Patrick Holland,Reality Picture,electronic,https://patrickholland.bandcamp.com/album/reality-picture,montreal
Julyan,Julyan - EP,pop,https://julyan.bandcamp.com/album/julyan-ep,montreal
Police des moeurs,MNQ 143 Police des moeurs - PÉRIL,electronic,https://mannequinrecords.bandcamp.com/album/mnq-143-police-des-moeurs-pe-ril,montreal
Godspeed You! Black Emperor,Lift Your Skinny Fists Like Antennas To Heaven,soundtrack,https://godspeedyoublackemperor.bandcamp.com/album/lift-your-skinny-fists-like-antennas-to-heaven,montreal
Les sœurs Boulay,La mort des étoiles,folk,https://lessoeursboulay.bandcamp.com/album/la-mort-des-toiles,montreal
Veronique Dumont - Arli,HAMSA MANTRAS - Breath of Life,devotional,https://veroniquedumont.bandcamp.com/album/hamsa-mantras-breath-of-life,montreal
Jacques Greene,Dawn Chorus [Deluxe],electronic,https://jacquesgreene.bandcamp.com/album/dawn-chorus-deluxe,montreal
Dust-e-1,The Cool Dust EP,electronic,https://dustworld.bandcamp.com/album/the-cool-dust-ep,montreal
Godspeed You! Black Emperor,Slow Riot for New Zero Kanada,soundtrack,https://godspeedyoublackemperor.bandcamp.com/album/slow-riot-for-new-zero-kanada,montreal
Jean Leloup,L'étrange pays,alternative,https://jeanleloup.bandcamp.com/album/l-trange-pays,montreal
Gypsy Kumbia Orchestra,VelkomBak,world,https://gypsykumbia.bandcamp.com/album/velkombak,montreal
Reptant,Freq Accident,,https://planeteuphorique.bandcamp.com/album/freq-accident,montreal
Anomalie,Métropole Part I & II,electronic,https://anomaliebeats.bandcamp.com/album/m-tropole-part-i-ii,montreal
Godspeed You! Black Emperor,ALLELUJAH! DON'T BEND! ASCEND!,soundtrack,https://godspeedyoublackemperor.bandcamp.com/album/allelujah-dont-bend-ascend,montreal
Bodywash,Comforter,pop,https://bodywashmtl.bandcamp.com/album/comforter,montreal
Mudie,Concerta Fantasio,alternative,https://hugomudie.bandcamp.com/album/concerta-fantasio,montreal
Wolf Parade,Thin Mind,rock,https://wolfparade.bandcamp.com/album/thin-mind,montreal
Corridor,Junior,rock,https://corridormtl.bandcamp.com/album/junior,montreal
Ntel,Dilution Effect (GARMO),electronic,https://naffrecordings.bandcamp.com/album/dilution-effect-garmo,montreal
Le Matos,Chronicles Of The Wasteland / Turbo Kid Original Motion Picture Soundtrack,electronic,https://lematos.bandcamp.com/album/chronicles-of-the-wasteland-turbo-kid-original-motion-picture-soundtrack,montreal
Dear Criminals,Dear Criminals Live avec orchestre de chambre,electronic,https://dearcriminals.bandcamp.com/album/dear-criminals-live-avec-orchestre-de-chambre,montreal
Hate It Too,Lampshading,punk,https://hateittoo.bandcamp.com/album/lampshading,montreal
Marilyn Bronstein and The Beloveds,Forever Praise,devotional,https://marilynbronstein.bandcamp.com/album/forever-praise,montreal
Les mains sales,Fêlures,punk,https://lesmainssalesmontreal.bandcamp.com/album/f-lures,montreal
Arielle,Shame and waterway,alternative,https://arielle5.bandcamp.com/album/shame-and-waterway,montreal
Quarantinas,Quarantinas,,https://planeteuphorique.bandcamp.com/album/quarantinas,montreal
Laurent Désautels-Séguin,Rewritten Sequences: Echoes,soundtrack,https://laurentds.bandcamp.com/album/rewritten-sequences-echoes,montreal
Dominique Fils-Aimé,Nameless,r&b/soul,https://singwithmi.bandcamp.com/album/nameless,montreal
Minimadelic Records,Minimadelic VA Vol.2,experimental,https://minimadelicrecords1313.bandcamp.com/album/minimadelic-va-vol-2,montreal
Godspeed You! Black Emperor,F# A# ∞,soundtrack,https://godspeedyoublackemperor.bandcamp.com/album/f-a,montreal
CHOCOLAT,Jazz engagé,rock,https://chocolatmtl.bandcamp.com/album/jazz-engag,montreal
Rosier,Isolement à domicile no. 1,folk,https://rosier.bandcamp.com/album/isolement-domicile-no-1,montreal
BEYRIES,Landing,folk,https://beyries.bandcamp.com/album/landing,montreal
Bloodshot Bill,Get Loose Or Get Lost,rock,https://bloodshotbill.bandcamp.com/album/get-loose-or-get-lost,montreal
Patrick Holland,Still,electronic,https://patrickholland.bandcamp.com/album/still,montreal
Bernard Adamus,C'qui nous reste du Texas,blues,https://bernardadamus.bandcamp.com/album/cqui-nous-reste-du-texas,montreal
Le Trouble,Making Matters Worse,rock,https://letrouble.bandcamp.com/album/making-matters-worse,montreal
Klô Pelgag,L'alchimie des monstres,acoustic,https://klopelgag.bandcamp.com/album/lalchimie-des-monstres-2,montreal
Unknown Mobile,Mobile Sorcery,,https://planeteuphorique.bandcamp.com/album/mobile-sorcery,montreal
Matt Holubowski,Weird Ones,folk,https://matt-holubowski.bandcamp.com/album/weird-ones,montreal
Marika Galea,Nuance,jazz,https://marikagalea.bandcamp.com/album/nuance,montreal
Kid Koala,Music To Draw To: Io - featuring Trixie Whitley,electronic,https://kidkoala.bandcamp.com/album/music-to-draw-to-io-featuring-trixie-whitley,montreal
Cœur de pirate,Child of Light,pop,https://musique.coeurdepirate.com/album/child-of-light,montreal
Backxwash,BLACK SAILOR MOON,hip-hop/rap,https://backxwash.bandcamp.com/album/black-sailor-moon,montreal
BIG|BRAVE,A Gaze Among Them,experimental,https://bigbravesl.bandcamp.com/album/a-gaze-among-them,montreal
JORDANN,Connecting Visitors to Fun,alternative,https://jordann.bandcamp.com/album/connecting-visitors-to-fun,montreal
Braids,Shadow Offering,pop,https://braidsmusic.bandcamp.com/album/shadow-offering,montreal
BenSolo,Walk Through Vagator,electronic,https://bensolopsy.bandcamp.com/album/walk-through-vagator,montreal
